image_name,vulnerability_id,package_name,installed_version,fixed_version,severity,cvss_v3
registry.sighup.io/fury/goharbor/registry-photon:v2.7.0,CVE-2023-0401,openssl,3.0.7-1.ph4,3.0.7-4.ph4,HIGH,7.5
registry.sighup.io/fury/goharbor/registry-photon:v2.7.0,CVE-2023-0464,openssl,3.0.7-1.ph4,3.0.7-6.ph4,HIGH,7.5
registry.sighup.io/fury/goharbor/registry-photon:v2.7.0,CVE-2023-4807,openssl,3.0.7-1.ph4,3.0.9-6.ph4,HIGH,7.8
registry.sighup.io/fury/goharbor/registry-photon:v2.7.0,CVE-2023-5363,openssl,3.0.7-1.ph4,3.0.9-7.ph4,HIGH,7.5
registry.sighup.io/fury/goharbor/registry-photon:v2.7.0,CVE-2022-4203,openssl,3.0.7-1.ph4,3.0.7-4.ph4,MEDIUM,4.9
registry.sighup.io/fury/goharbor/registry-photon:v2.7.0,CVE-2022-4304,openssl,3.0.7-1.ph4,3.0.7-4.ph4,MEDIUM,5.9
registry.sighup.io/fury/goharbor/registry-photon:v2.7.0,CVE-2023-0465,openssl,3.0.7-1.ph4,3.0.7-6.ph4,MEDIUM,5.3
registry.sighup.io/fury/goharbor/registry-photon:v2.7.0,CVE-2023-2650,openssl,3.0.7-1.ph4,3.0.9-1.ph4,MEDIUM,6.5
registry.sighup.io/fury/goharbor/registry-photon:v2.7.0,CVE-2023-2975,openssl,3.0.7-1.ph4,3.0.9-2.ph4,MEDIUM,5.3
registry.sighup.io/fury/goharbor/registry-photon:v2.7.0,CVE-2023-3446,openssl,3.0.7-1.ph4,3.0.9-3.ph4,MEDIUM,5.3
registry.sighup.io/fury/goharbor/registry-photon:v2.7.0,CVE-2023-3817,openssl,3.0.7-1.ph4,3.0.9-4.ph4,MEDIUM,5.3
registry.sighup.io/fury/goharbor/registry-photon:v2.7.0,CVE-2023-5678,openssl,3.0.7-1.ph4,3.0.9-8.ph4,MEDIUM,5.3
registry.sighup.io/fury/goharbor/registry-photon:v2.7.0,CVE-2024-0727,openssl,3.0.7-1.ph4,3.0.9-9.ph4,MEDIUM,5.5
registry.sighup.io/fury/goharbor/registry-photon:v2.7.0,CVE-2013-4235,shadow,4.8.1-3.ph4,4.13-1.ph4,MEDIUM,4.7
registry.sighup.io/fury/goharbor/registry-photon:v2.7.0,CVE-2023-4641,shadow,4.8.1-3.ph4,4.13-2.ph4,MEDIUM,5.5
registry.sighup.io/fury/goharbor/registry-photon:v2.7.0,CVE-2023-29383,shadow,4.8.1-3.ph4,4.8.1-5.ph4,LOW,3.3
registry.sighup.io/fury/goharbor/registry-photon:v2.7.0,CVE-2022-46908,sqlite-libs,3.38.5-1.ph4,3.38.5-2.ph4,HIGH,7.3
registry.sighup.io/fury/goharbor/registry-photon:v2.7.0,CVE-2023-7104,sqlite-libs,3.38.5-1.ph4,3.38.5-4.ph4,HIGH,7.3
registry.sighup.io/fury/goharbor/registry-photon:v2.7.0,CVE-2023-36191,sqlite-libs,3.38.5-1.ph4,3.38.5-3.ph4,MEDIUM,
registry.sighup.io/fury/goharbor/registry-photon:v2.7.0,CVE-2023-45853,zlib,1.2.11-4.ph4,1.2.11-6.ph4,CRITICAL,9.8
registry.sighup.io/fury/aws-ec2/aws-node-termination-handler:v1.20.0,CVE-2023-48795,golang.org/x/crypto,v0.3.0,0.17.0,MEDIUM,5.9
registry.sighup.io/fury/aws-ec2/aws-node-termination-handler:v1.20.0,CVE-2023-39325,golang.org/x/net,v0.8.0,0.17.0,HIGH,7.5
registry.sighup.io/fury/aws-ec2/aws-node-termination-handler:v1.20.0,CVE-2023-3978,golang.org/x/net,v0.8.0,0.13.0,MEDIUM,6.1
registry.sighup.io/fury/aws-ec2/aws-node-termination-handler:v1.20.0,CVE-2023-44487,golang.org/x/net,v0.8.0,0.17.0,MEDIUM,7.5
registry.sighup.io/fury/aws-ec2/aws-node-termination-handler:v1.20.0,CVE-2024-24786,google.golang.org/protobuf,v1.28.1,1.33.0,MEDIUM,
registry.sighup.io/fury/prometheus:v2.46.0,CVE-2024-24557,github.com/docker/docker,v24.0.4+incompatible,"25.0.2, 24.0.9",MEDIUM,7.8
registry.sighup.io/fury/prometheus:v2.46.0,GHSA-jq35-85cj-fj4p,github.com/docker/docker,v24.0.4+incompatible,"24.0.7, 23.0.8, 20.10.27",MEDIUM,
registry.sighup.io/fury/prometheus:v2.46.0,CVE-2023-40577,github.com/prometheus/alertmanager,v0.25.0,0.25.1,MEDIUM,5.4
registry.sighup.io/fury/prometheus:v2.46.0,CVE-2023-45142,go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp,v0.42.0,0.44.0,HIGH,7.5
registry.sighup.io/fury/prometheus:v2.46.0,CVE-2023-48795,golang.org/x/crypto,v0.11.0,0.17.0,MEDIUM,5.9
registry.sighup.io/fury/prometheus:v2.46.0,CVE-2023-39325,golang.org/x/net,v0.12.0,0.17.0,HIGH,7.5
registry.sighup.io/fury/prometheus:v2.46.0,CVE-2023-3978,golang.org/x/net,v0.12.0,0.13.0,MEDIUM,6.1
registry.sighup.io/fury/prometheus:v2.46.0,CVE-2023-44487,golang.org/x/net,v0.12.0,0.17.0,MEDIUM,7.5
registry.sighup.io/fury/prometheus:v2.46.0,GHSA-m425-mq94-257g,google.golang.org/grpc,v1.56.2,"1.56.3, 1.57.1, 1.58.3",HIGH,
registry.sighup.io/fury/prometheus:v2.46.0,CVE-2023-44487,google.golang.org/grpc,v1.56.2,"1.58.3, 1.57.1, 1.56.3",MEDIUM,7.5
registry.sighup.io/fury/prometheus:v2.46.0,CVE-2024-24786,google.golang.org/protobuf,v1.31.0,1.33.0,MEDIUM,
registry.sighup.io/fury/prometheus:v2.46.0,CVE-2024-24557,github.com/docker/docker,v24.0.4+incompatible,"25.0.2, 24.0.9",MEDIUM,7.8
registry.sighup.io/fury/prometheus:v2.46.0,GHSA-jq35-85cj-fj4p,github.com/docker/docker,v24.0.4+incompatible,"24.0.7, 23.0.8, 20.10.27",MEDIUM,
registry.sighup.io/fury/prometheus:v2.46.0,CVE-2023-40577,github.com/prometheus/alertmanager,v0.25.0,0.25.1,MEDIUM,5.4
registry.sighup.io/fury/prometheus:v2.46.0,CVE-2023-45142,go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp,v0.42.0,0.44.0,HIGH,7.5
registry.sighup.io/fury/prometheus:v2.46.0,CVE-2023-48795,golang.org/x/crypto,v0.11.0,0.17.0,MEDIUM,5.9
registry.sighup.io/fury/prometheus:v2.46.0,CVE-2023-39325,golang.org/x/net,v0.12.0,0.17.0,HIGH,7.5
registry.sighup.io/fury/prometheus:v2.46.0,CVE-2023-3978,golang.org/x/net,v0.12.0,0.13.0,MEDIUM,6.1
registry.sighup.io/fury/prometheus:v2.46.0,CVE-2023-44487,golang.org/x/net,v0.12.0,0.17.0,MEDIUM,7.5
registry.sighup.io/fury/prometheus:v2.46.0,GHSA-m425-mq94-257g,google.golang.org/grpc,v1.56.2,"1.56.3, 1.57.1, 1.58.3",HIGH,
registry.sighup.io/fury/prometheus:v2.46.0,CVE-2023-44487,google.golang.org/grpc,v1.56.2,"1.58.3, 1.57.1, 1.56.3",MEDIUM,7.5
registry.sighup.io/fury/prometheus:v2.46.0,CVE-2024-24786,google.golang.org/protobuf,v1.31.0,1.33.0,MEDIUM,
registry.sighup.io/fury/istio/mixer:1.4.2,DLA-2424-1,tzdata,2019b-0+deb9u1,2020d-0+deb9u1,UNKNOWN,
registry.sighup.io/fury/istio/mixer:1.4.2,DLA-2509-1,tzdata,2019b-0+deb9u1,2020e-0+deb9u1,UNKNOWN,
registry.sighup.io/fury/istio/mixer:1.4.2,DLA-2542-1,tzdata,2019b-0+deb9u1,2021a-0+deb9u1,UNKNOWN,
registry.sighup.io/fury/istio/mixer:1.4.2,DLA-2797-1,tzdata,2019b-0+deb9u1,2021a-0+deb9u2,UNKNOWN,
registry.sighup.io/fury/istio/mixer:1.4.2,DLA-2963-1,tzdata,2019b-0+deb9u1,2021a-0+deb9u3,UNKNOWN,
registry.sighup.io/fury/istio/mixer:1.4.2,DLA-3051-1,tzdata,2019b-0+deb9u1,2021a-0+deb9u4,UNKNOWN,
registry.sighup.io/fury/istio/mixer:1.4.2,CVE-2020-8911,github.com/aws/aws-sdk-go,v1.16.36,1.34.0,MEDIUM,5.6
registry.sighup.io/fury/istio/mixer:1.4.2,CVE-2022-2582,github.com/aws/aws-sdk-go,v1.16.36,1.34.0,MEDIUM,4.3
registry.sighup.io/fury/istio/mixer:1.4.2,GHSA-76wf-9vgp-pj7w,github.com/aws/aws-sdk-go,v1.16.36,1.34.0,MEDIUM,
registry.sighup.io/fury/istio/mixer:1.4.2,CVE-2020-8912,github.com/aws/aws-sdk-go,v1.16.36,1.34.0,LOW,2.5
registry.sighup.io/fury/external-dns/external-dns:v0.13.4,CVE-2023-5363,libcrypto3,3.0.8-r1,3.0.12-r0,HIGH,7.5
registry.sighup.io/fury/external-dns/external-dns:v0.13.4,CVE-2023-0465,libcrypto3,3.0.8-r1,3.0.8-r2,MEDIUM,5.3
registry.sighup.io/fury/external-dns/external-dns:v0.13.4,CVE-2023-0466,libcrypto3,3.0.8-r1,3.0.8-r3,MEDIUM,5.3
registry.sighup.io/fury/external-dns/external-dns:v0.13.4,CVE-2023-1255,libcrypto3,3.0.8-r1,3.0.8-r4,MEDIUM,5.9
registry.sighup.io/fury/external-dns/external-dns:v0.13.4,CVE-2023-2650,libcrypto3,3.0.8-r1,3.0.9-r0,MEDIUM,6.5
registry.sighup.io/fury/external-dns/external-dns:v0.13.4,CVE-2023-2975,libcrypto3,3.0.8-r1,3.0.9-r2,MEDIUM,5.3
registry.sighup.io/fury/external-dns/external-dns:v0.13.4,CVE-2023-3446,libcrypto3,3.0.8-r1,3.0.9-r3,MEDIUM,5.3
registry.sighup.io/fury/external-dns/external-dns:v0.13.4,CVE-2023-3817,libcrypto3,3.0.8-r1,3.0.10-r0,MEDIUM,5.3
registry.sighup.io/fury/external-dns/external-dns:v0.13.4,CVE-2023-5678,libcrypto3,3.0.8-r1,3.0.12-r1,MEDIUM,5.3
registry.sighup.io/fury/external-dns/external-dns:v0.13.4,CVE-2023-6129,libcrypto3,3.0.8-r1,3.0.12-r2,MEDIUM,6.5
registry.sighup.io/fury/external-dns/external-dns:v0.13.4,CVE-2023-6237,libcrypto3,3.0.8-r1,3.0.12-r3,MEDIUM,
registry.sighup.io/fury/external-dns/external-dns:v0.13.4,CVE-2024-0727,libcrypto3,3.0.8-r1,3.0.12-r4,MEDIUM,5.5
registry.sighup.io/fury/external-dns/external-dns:v0.13.4,CVE-2023-5363,libssl3,3.0.8-r1,3.0.12-r0,HIGH,7.5
registry.sighup.io/fury/external-dns/external-dns:v0.13.4,CVE-2023-0465,libssl3,3.0.8-r1,3.0.8-r2,MEDIUM,5.3
registry.sighup.io/fury/external-dns/external-dns:v0.13.4,CVE-2023-0466,libssl3,3.0.8-r1,3.0.8-r3,MEDIUM,5.3
registry.sighup.io/fury/external-dns/external-dns:v0.13.4,CVE-2023-1255,libssl3,3.0.8-r1,3.0.8-r4,MEDIUM,5.9
registry.sighup.io/fury/external-dns/external-dns:v0.13.4,CVE-2023-2650,libssl3,3.0.8-r1,3.0.9-r0,MEDIUM,6.5
registry.sighup.io/fury/external-dns/external-dns:v0.13.4,CVE-2023-2975,libssl3,3.0.8-r1,3.0.9-r2,MEDIUM,5.3
registry.sighup.io/fury/external-dns/external-dns:v0.13.4,CVE-2023-3446,libssl3,3.0.8-r1,3.0.9-r3,MEDIUM,5.3
registry.sighup.io/fury/external-dns/external-dns:v0.13.4,CVE-2023-3817,libssl3,3.0.8-r1,3.0.10-r0,MEDIUM,5.3
registry.sighup.io/fury/external-dns/external-dns:v0.13.4,CVE-2023-5678,libssl3,3.0.8-r1,3.0.12-r1,MEDIUM,5.3
registry.sighup.io/fury/external-dns/external-dns:v0.13.4,CVE-2023-6129,libssl3,3.0.8-r1,3.0.12-r2,MEDIUM,6.5
registry.sighup.io/fury/external-dns/external-dns:v0.13.4,CVE-2023-6237,libssl3,3.0.8-r1,3.0.12-r3,MEDIUM,
registry.sighup.io/fury/external-dns/external-dns:v0.13.4,CVE-2024-0727,libssl3,3.0.8-r1,3.0.12-r4,MEDIUM,5.5
registry.sighup.io/fury/external-dns/external-dns:v0.13.4,CVE-2023-48795,golang.org/x/crypto,v0.5.0,0.17.0,MEDIUM,5.9
registry.sighup.io/fury/external-dns/external-dns:v0.13.4,CVE-2023-39325,golang.org/x/net,v0.7.0,0.17.0,HIGH,7.5
registry.sighup.io/fury/external-dns/external-dns:v0.13.4,CVE-2023-3978,golang.org/x/net,v0.7.0,0.13.0,MEDIUM,6.1
registry.sighup.io/fury/external-dns/external-dns:v0.13.4,CVE-2023-44487,golang.org/x/net,v0.7.0,0.17.0,MEDIUM,7.5
registry.sighup.io/fury/external-dns/external-dns:v0.13.4,GHSA-m425-mq94-257g,google.golang.org/grpc,v1.53.0,"1.56.3, 1.57.1, 1.58.3",HIGH,
registry.sighup.io/fury/external-dns/external-dns:v0.13.4,CVE-2023-44487,google.golang.org/grpc,v1.53.0,"1.58.3, 1.57.1, 1.56.3",MEDIUM,7.5
registry.sighup.io/fury/external-dns/external-dns:v0.13.4,CVE-2024-24786,google.golang.org/protobuf,v1.28.1,1.33.0,MEDIUM,
registry.sighup.io/fury/groundnuty/k8s-wait-for:v2.0,CVE-2023-23914,curl,7.83.1-r4,7.83.1-r6,CRITICAL,9.1
registry.sighup.io/fury/groundnuty/k8s-wait-for:v2.0,CVE-2023-38545,curl,7.83.1-r4,8.4.0-r0,CRITICAL,9.8
registry.sighup.io/fury/groundnuty/k8s-wait-for:v2.0,CVE-2022-43551,curl,7.83.1-r4,7.83.1-r5,HIGH,7.5
registry.sighup.io/fury/groundnuty/k8s-wait-for:v2.0,CVE-2023-27533,curl,7.83.1-r4,8.0.1-r0,HIGH,8.8
registry.sighup.io/fury/groundnuty/k8s-wait-for:v2.0,CVE-2023-27534,curl,7.83.1-r4,8.0.1-r0,HIGH,8.8
registry.sighup.io/fury/groundnuty/k8s-wait-for:v2.0,CVE-2023-28319,curl,7.83.1-r4,8.1.0-r0,HIGH,7.5
registry.sighup.io/fury/groundnuty/k8s-wait-for:v2.0,CVE-2023-38039,curl,7.83.1-r4,8.3.0-r0,HIGH,7.5
registry.sighup.io/fury/groundnuty/k8s-wait-for:v2.0,CVE-2022-43552,curl,7.83.1-r4,7.83.1-r5,MEDIUM,5.9
registry.sighup.io/fury/groundnuty/k8s-wait-for:v2.0,CVE-2023-23915,curl,7.83.1-r4,7.83.1-r6,MEDIUM,6.5
registry.sighup.io/fury/groundnuty/k8s-wait-for:v2.0,CVE-2023-23916,curl,7.83.1-r4,7.83.1-r6,MEDIUM,6.5
registry.sighup.io/fury/groundnuty/k8s-wait-for:v2.0,CVE-2023-27535,curl,7.83.1-r4,8.0.1-r0,MEDIUM,5.9
registry.sighup.io/fury/groundnuty/k8s-wait-for:v2.0,CVE-2023-27536,curl,7.83.1-r4,8.0.1-r0,MEDIUM,5.9
registry.sighup.io/fury/groundnuty/k8s-wait-for:v2.0,CVE-2023-27537,curl,7.83.1-r4,8.0.1-r0,MEDIUM,5.9
registry.sighup.io/fury/groundnuty/k8s-wait-for:v2.0,CVE-2023-27538,curl,7.83.1-r4,8.0.1-r0,MEDIUM,5.5
registry.sighup.io/fury/groundnuty/k8s-wait-for:v2.0,CVE-2023-28320,curl,7.83.1-r4,8.1.0-r0,MEDIUM,5.9
registry.sighup.io/fury/groundnuty/k8s-wait-for:v2.0,CVE-2023-28321,curl,7.83.1-r4,8.1.0-r0,MEDIUM,5.9
registry.sighup.io/fury/groundnuty/k8s-wait-for:v2.0,CVE-2023-46218,curl,7.83.1-r4,8.5.0-r0,MEDIUM,6.5
registry.sighup.io/fury/groundnuty/k8s-wait-for:v2.0,CVE-2023-46219,curl,7.83.1-r4,8.5.0-r0,MEDIUM,5.3
registry.sighup.io/fury/groundnuty/k8s-wait-for:v2.0,CVE-2023-28322,curl,7.83.1-r4,8.1.0-r0,LOW,3.7
registry.sighup.io/fury/groundnuty/k8s-wait-for:v2.0,CVE-2023-38546,curl,7.83.1-r4,8.4.0-r0,LOW,3.7
registry.sighup.io/fury/groundnuty/k8s-wait-for:v2.0,CVE-2022-4450,libcrypto1.1,1.1.1q-r0,1.1.1t-r0,HIGH,7.5
registry.sighup.io/fury/groundnuty/k8s-wait-for:v2.0,CVE-2023-0215,libcrypto1.1,1.1.1q-r0,1.1.1t-r0,HIGH,7.5
registry.sighup.io/fury/groundnuty/k8s-wait-for:v2.0,CVE-2023-0286,libcrypto1.1,1.1.1q-r0,1.1.1t-r0,HIGH,7.4
registry.sighup.io/fury/groundnuty/k8s-wait-for:v2.0,CVE-2023-0464,libcrypto1.1,1.1.1q-r0,1.1.1t-r1,HIGH,7.5
registry.sighup.io/fury/groundnuty/k8s-wait-for:v2.0,CVE-2022-4304,libcrypto1.1,1.1.1q-r0,1.1.1t-r0,MEDIUM,5.9
registry.sighup.io/fury/groundnuty/k8s-wait-for:v2.0,CVE-2023-0465,libcrypto1.1,1.1.1q-r0,1.1.1t-r2,MEDIUM,5.3
registry.sighup.io/fury/groundnuty/k8s-wait-for:v2.0,CVE-2023-2650,libcrypto1.1,1.1.1q-r0,1.1.1u-r0,MEDIUM,6.5
registry.sighup.io/fury/groundnuty/k8s-wait-for:v2.0,CVE-2023-3446,libcrypto1.1,1.1.1q-r0,1.1.1u-r2,MEDIUM,5.3
registry.sighup.io/fury/groundnuty/k8s-wait-for:v2.0,CVE-2023-3817,libcrypto1.1,1.1.1q-r0,1.1.1v-r0,MEDIUM,5.3
registry.sighup.io/fury/groundnuty/k8s-wait-for:v2.0,CVE-2023-5678,libcrypto1.1,1.1.1q-r0,1.1.1w-r1,MEDIUM,5.3
registry.sighup.io/fury/groundnuty/k8s-wait-for:v2.0,CVE-2023-23914,libcurl,7.83.1-r4,7.83.1-r6,CRITICAL,9.1
registry.sighup.io/fury/groundnuty/k8s-wait-for:v2.0,CVE-2023-38545,libcurl,7.83.1-r4,8.4.0-r0,CRITICAL,9.8
registry.sighup.io/fury/groundnuty/k8s-wait-for:v2.0,CVE-2022-43551,libcurl,7.83.1-r4,7.83.1-r5,HIGH,7.5
registry.sighup.io/fury/groundnuty/k8s-wait-for:v2.0,CVE-2023-27533,libcurl,7.83.1-r4,8.0.1-r0,HIGH,8.8
registry.sighup.io/fury/groundnuty/k8s-wait-for:v2.0,CVE-2023-27534,libcurl,7.83.1-r4,8.0.1-r0,HIGH,8.8
registry.sighup.io/fury/groundnuty/k8s-wait-for:v2.0,CVE-2023-28319,libcurl,7.83.1-r4,8.1.0-r0,HIGH,7.5
registry.sighup.io/fury/groundnuty/k8s-wait-for:v2.0,CVE-2023-38039,libcurl,7.83.1-r4,8.3.0-r0,HIGH,7.5
registry.sighup.io/fury/groundnuty/k8s-wait-for:v2.0,CVE-2022-43552,libcurl,7.83.1-r4,7.83.1-r5,MEDIUM,5.9
registry.sighup.io/fury/groundnuty/k8s-wait-for:v2.0,CVE-2023-23915,libcurl,7.83.1-r4,7.83.1-r6,MEDIUM,6.5
registry.sighup.io/fury/groundnuty/k8s-wait-for:v2.0,CVE-2023-23916,libcurl,7.83.1-r4,7.83.1-r6,MEDIUM,6.5
registry.sighup.io/fury/groundnuty/k8s-wait-for:v2.0,CVE-2023-27535,libcurl,7.83.1-r4,8.0.1-r0,MEDIUM,5.9
registry.sighup.io/fury/groundnuty/k8s-wait-for:v2.0,CVE-2023-27536,libcurl,7.83.1-r4,8.0.1-r0,MEDIUM,5.9
registry.sighup.io/fury/groundnuty/k8s-wait-for:v2.0,CVE-2023-27537,libcurl,7.83.1-r4,8.0.1-r0,MEDIUM,5.9
registry.sighup.io/fury/groundnuty/k8s-wait-for:v2.0,CVE-2023-27538,libcurl,7.83.1-r4,8.0.1-r0,MEDIUM,5.5
registry.sighup.io/fury/groundnuty/k8s-wait-for:v2.0,CVE-2023-28320,libcurl,7.83.1-r4,8.1.0-r0,MEDIUM,5.9
registry.sighup.io/fury/groundnuty/k8s-wait-for:v2.0,CVE-2023-28321,libcurl,7.83.1-r4,8.1.0-r0,MEDIUM,5.9
registry.sighup.io/fury/groundnuty/k8s-wait-for:v2.0,CVE-2023-46218,libcurl,7.83.1-r4,8.5.0-r0,MEDIUM,6.5
registry.sighup.io/fury/groundnuty/k8s-wait-for:v2.0,CVE-2023-46219,libcurl,7.83.1-r4,8.5.0-r0,MEDIUM,5.3
registry.sighup.io/fury/groundnuty/k8s-wait-for:v2.0,CVE-2023-28322,libcurl,7.83.1-r4,8.1.0-r0,LOW,3.7
registry.sighup.io/fury/groundnuty/k8s-wait-for:v2.0,CVE-2023-38546,libcurl,7.83.1-r4,8.4.0-r0,LOW,3.7
registry.sighup.io/fury/groundnuty/k8s-wait-for:v2.0,CVE-2022-4450,libssl1.1,1.1.1q-r0,1.1.1t-r0,HIGH,7.5
registry.sighup.io/fury/groundnuty/k8s-wait-for:v2.0,CVE-2023-0215,libssl1.1,1.1.1q-r0,1.1.1t-r0,HIGH,7.5
registry.sighup.io/fury/groundnuty/k8s-wait-for:v2.0,CVE-2023-0286,libssl1.1,1.1.1q-r0,1.1.1t-r0,HIGH,7.4
registry.sighup.io/fury/groundnuty/k8s-wait-for:v2.0,CVE-2023-0464,libssl1.1,1.1.1q-r0,1.1.1t-r1,HIGH,7.5
registry.sighup.io/fury/groundnuty/k8s-wait-for:v2.0,CVE-2022-4304,libssl1.1,1.1.1q-r0,1.1.1t-r0,MEDIUM,5.9
registry.sighup.io/fury/groundnuty/k8s-wait-for:v2.0,CVE-2023-0465,libssl1.1,1.1.1q-r0,1.1.1t-r2,MEDIUM,5.3
registry.sighup.io/fury/groundnuty/k8s-wait-for:v2.0,CVE-2023-2650,libssl1.1,1.1.1q-r0,1.1.1u-r0,MEDIUM,6.5
registry.sighup.io/fury/groundnuty/k8s-wait-for:v2.0,CVE-2023-3446,libssl1.1,1.1.1q-r0,1.1.1u-r2,MEDIUM,5.3
registry.sighup.io/fury/groundnuty/k8s-wait-for:v2.0,CVE-2023-3817,libssl1.1,1.1.1q-r0,1.1.1v-r0,MEDIUM,5.3
registry.sighup.io/fury/groundnuty/k8s-wait-for:v2.0,CVE-2023-5678,libssl1.1,1.1.1q-r0,1.1.1w-r1,MEDIUM,5.3
registry.sighup.io/fury/groundnuty/k8s-wait-for:v2.0,CVE-2023-35945,nghttp2-libs,1.47.0-r0,1.47.0-r1,HIGH,7.5
registry.sighup.io/fury/groundnuty/k8s-wait-for:v2.0,CVE-2023-44487,nghttp2-libs,1.47.0-r0,1.47.0-r2,HIGH,7.5
registry.sighup.io/fury/groundnuty/k8s-wait-for:v2.0,CVE-2023-2253,github.com/docker/distribution,v2.8.1+incompatible,2.8.2-beta.1,HIGH,6.5
registry.sighup.io/fury/groundnuty/k8s-wait-for:v2.0,CVE-2023-48795,golang.org/x/crypto,v0.0.0-20220315160706-3147a52a75dd,0.17.0,MEDIUM,5.9
registry.sighup.io/fury/groundnuty/k8s-wait-for:v2.0,CVE-2022-27664,golang.org/x/net,v0.0.0-20220722155237-a158d28d115b,0.0.0-20220906165146-f3363e06e74c,HIGH,7.5
registry.sighup.io/fury/groundnuty/k8s-wait-for:v2.0,CVE-2022-41721,golang.org/x/net,v0.0.0-20220722155237-a158d28d115b,0.1.1-0.20221104162952-702349b0e862,HIGH,7.5
registry.sighup.io/fury/groundnuty/k8s-wait-for:v2.0,CVE-2022-41723,golang.org/x/net,v0.0.0-20220722155237-a158d28d115b,0.7.0,HIGH,7.5
registry.sighup.io/fury/groundnuty/k8s-wait-for:v2.0,CVE-2023-39325,golang.org/x/net,v0.0.0-20220722155237-a158d28d115b,0.17.0,HIGH,7.5
registry.sighup.io/fury/groundnuty/k8s-wait-for:v2.0,CVE-2023-3978,golang.org/x/net,v0.0.0-20220722155237-a158d28d115b,0.13.0,MEDIUM,6.1
registry.sighup.io/fury/groundnuty/k8s-wait-for:v2.0,CVE-2023-44487,golang.org/x/net,v0.0.0-20220722155237-a158d28d115b,0.17.0,MEDIUM,7.5
registry.sighup.io/fury/groundnuty/k8s-wait-for:v2.0,CVE-2022-32149,golang.org/x/text,v0.3.7,0.3.8,HIGH,7.5
registry.sighup.io/fury/groundnuty/k8s-wait-for:v2.0,CVE-2024-24786,google.golang.org/protobuf,v1.28.0,1.33.0,MEDIUM,
registry.sighup.io/fury/acid/pgbouncer:master-16,CVE-2021-36159,apk-tools,2.10.5-r1,2.10.7-r0,CRITICAL,9.1
registry.sighup.io/fury/acid/pgbouncer:master-16,CVE-2021-30139,apk-tools,2.10.5-r1,2.10.6-r0,HIGH,7.5
registry.sighup.io/fury/acid/pgbouncer:master-16,CVE-2021-28831,busybox,1.31.1-r19,1.31.1-r20,HIGH,7.5
registry.sighup.io/fury/acid/pgbouncer:master-16,CVE-2021-42378,busybox,1.31.1-r19,1.31.1-r21,HIGH,7.2
registry.sighup.io/fury/acid/pgbouncer:master-16,CVE-2021-42379,busybox,1.31.1-r19,1.31.1-r21,HIGH,7.2
registry.sighup.io/fury/acid/pgbouncer:master-16,CVE-2021-42380,busybox,1.31.1-r19,1.31.1-r21,HIGH,7.2
registry.sighup.io/fury/acid/pgbouncer:master-16,CVE-2021-42381,busybox,1.31.1-r19,1.31.1-r21,HIGH,7.2
registry.sighup.io/fury/acid/pgbouncer:master-16,CVE-2021-42382,busybox,1.31.1-r19,1.31.1-r21,HIGH,7.2
registry.sighup.io/fury/acid/pgbouncer:master-16,CVE-2021-42383,busybox,1.31.1-r19,1.31.1-r21,HIGH,7.2
registry.sighup.io/fury/acid/pgbouncer:master-16,CVE-2021-42384,busybox,1.31.1-r19,1.31.1-r21,HIGH,7.2
registry.sighup.io/fury/acid/pgbouncer:master-16,CVE-2021-42385,busybox,1.31.1-r19,1.31.1-r21,HIGH,7.2
registry.sighup.io/fury/acid/pgbouncer:master-16,CVE-2021-42386,busybox,1.31.1-r19,1.31.1-r21,HIGH,7.2
registry.sighup.io/fury/acid/pgbouncer:master-16,CVE-2022-28391,busybox,1.31.1-r19,1.31.1-r22,HIGH,8.8
registry.sighup.io/fury/acid/pgbouncer:master-16,CVE-2021-42374,busybox,1.31.1-r19,1.31.1-r21,MEDIUM,5.3
registry.sighup.io/fury/acid/pgbouncer:master-16,CVE-2021-3672,c-ares,1.16.1-r0,1.17.2-r0,MEDIUM,5.6
registry.sighup.io/fury/acid/pgbouncer:master-16,CVE-2021-3711,libcrypto1.1,1.1.1g-r0,1.1.1l-r0,CRITICAL,9.8
registry.sighup.io/fury/acid/pgbouncer:master-16,CVE-2021-23840,libcrypto1.1,1.1.1g-r0,1.1.1j-r0,HIGH,7.5
registry.sighup.io/fury/acid/pgbouncer:master-16,CVE-2021-3450,libcrypto1.1,1.1.1g-r0,1.1.1k-r0,HIGH,7.4
registry.sighup.io/fury/acid/pgbouncer:master-16,CVE-2021-3712,libcrypto1.1,1.1.1g-r0,1.1.1l-r0,HIGH,7.4
registry.sighup.io/fury/acid/pgbouncer:master-16,CVE-2022-0778,libcrypto1.1,1.1.1g-r0,1.1.1n-r0,HIGH,7.5
registry.sighup.io/fury/acid/pgbouncer:master-16,CVE-2020-1971,libcrypto1.1,1.1.1g-r0,1.1.1i-r0,MEDIUM,5.9
registry.sighup.io/fury/acid/pgbouncer:master-16,CVE-2021-23841,libcrypto1.1,1.1.1g-r0,1.1.1j-r0,MEDIUM,5.9
registry.sighup.io/fury/acid/pgbouncer:master-16,CVE-2021-3449,libcrypto1.1,1.1.1g-r0,1.1.1k-r0,MEDIUM,5.9
